loss,accuracy,val_loss,val_accuracy
1.1120312213897705,0.4960991144180298,0.6931108832359314,0.5072992444038391
0.6933218240737915,0.5071133375167847,0.693054735660553,0.5072992444038391
0.6933347582817078,0.5071133375167847,0.6930487155914307,0.5072992444038391
0.6932087540626526,0.5071133375167847,0.6930621862411499,0.5072992444038391
0.6932007074356079,0.5071133375167847,0.6930410265922546,0.5072992444038391
0.6931625604629517,0.5071133375167847,0.6930410861968994,0.5072992444038391
0.6932370066642761,0.5071133375167847,0.693042516708374,0.5072992444038391
0.6933519244194031,0.5071133375167847,0.6930539608001709,0.5072992444038391
0.6931734085083008,0.5071133375167847,0.6930407285690308,0.5072992444038391
0.6931307911872864,0.5071133375167847,0.693056583404541,0.5072992444038391
0.6931910514831543,0.5071133375167847,0.693049430847168,0.5072992444038391
0.6931259632110596,0.5071133375167847,0.6930437088012695,0.5072992444038391
0.6930807828903198,0.5071133375167847,0.6930887699127197,0.5072992444038391
0.6932220458984375,0.5071133375167847,0.6931101679801941,0.5072992444038391
0.6930877566337585,0.5071133375167847,0.6930409073829651,0.5072992444038391
0.6932154893875122,0.5071133375167847,0.6930786967277527,0.5072992444038391
0.6930932998657227,0.5071133375167847,0.6930509805679321,0.5072992444038391
0.693131685256958,0.5071133375167847,0.6930431723594666,0.5072992444038391
0.6930955052375793,0.5071133375167847,0.6930496096611023,0.5072992444038391
0.6931437849998474,0.5071133375167847,0.6930587887763977,0.5072992444038391
0.6931130886077881,0.5071133375167847,0.6930531859397888,0.5072992444038391
0.6931191086769104,0.5071133375167847,0.6930683255195618,0.5072992444038391
0.6931403279304504,0.5071133375167847,0.69306880235672,0.5072992444038391
0.6931772232055664,0.5071133375167847,0.6930914521217346,0.5072992444038391
0.6931809782981873,0.5071133375167847,0.6930634379386902,0.5072992444038391
0.6931785941123962,0.5071133375167847,0.6930878758430481,0.5072992444038391
0.6932833790779114,0.5071133375167847,0.6930425763130188,0.5072992444038391
0.6930989027023315,0.5071133375167847,0.6930418014526367,0.5072992444038391
0.6932262778282166,0.5071133375167847,0.6930588483810425,0.5072992444038391
0.6931918859481812,0.4915098547935486,0.6931034326553345,0.5072992444038391
0.6931337714195251,0.5071133375167847,0.6930497288703918,0.5072992444038391
0.693101167678833,0.5071133375167847,0.693051815032959,0.5072992444038391
0.693165123462677,0.5071133375167847,0.6930493712425232,0.5072992444038391
0.6931099891662598,0.5071133375167847,0.693048357963562,0.5072992444038391
0.693073034286499,0.5071133375167847,0.6930408477783203,0.5072992444038391
0.6931118369102478,0.5071133375167847,0.6930407881736755,0.5072992444038391
0.6931228637695312,0.5071133375167847,0.6930407285690308,0.5072992444038391
0.6931111216545105,0.5071133375167847,0.6930558681488037,0.5072992444038391
0.6931613683700562,0.5071133375167847,0.6930444836616516,0.5072992444038391
0.6932046413421631,0.5071133375167847,0.6930438280105591,0.5072992444038391
0.6930800080299377,0.5071133375167847,0.6930407285690308,0.5072992444038391
0.6931097507476807,0.5071133375167847,0.6930407881736755,0.5072992444038391
0.693112313747406,0.5071133375167847,0.6930428743362427,0.5072992444038391
0.6931242346763611,0.5071133375167847,0.6930408477783203,0.5072992444038391
0.6930952668190002,0.5071133375167847,0.6930413842201233,0.5072992444038391
0.6931121945381165,0.5071133375167847,0.6930465698242188,0.5072992444038391
0.6931310296058655,0.5071133375167847,0.6930584907531738,0.5072992444038391
0.6930751204490662,0.5071133375167847,0.6930586695671082,0.5072992444038391
0.6931324601173401,0.5071133375167847,0.6930575370788574,0.5072992444038391
0.6931135058403015,0.5071133375167847,0.6930500268936157,0.5072992444038391
